Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-23 00:00:00-04:00,62350.021590455275,62350.021590455275,60370.655825678914,61954.1484375,58995,0.0,0.0
2024-09-24 00:00:00-04:00,61954.14455979902,62350.017687976644,62290.63671875,62290.63671875,1719,0.0,0.0
2024-09-25 00:00:00-04:00,62290.63512777338,62448.984375,62270.84147187005,62448.984375,1627,0.0,0.0
2024-09-26 00:00:00-04:00,62448.984375,62448.984375,62448.984375,62448.984375,0,0.0,0.0
2024-09-27 00:00:00-04:00,62448.98390376984,64230.41292162698,62350.015625,62350.015625,3563,0.0,0.0
2024-09-30 00:00:00-04:00,62350.01904421755,64230.4164439638,61914.55859375,61914.55859375,2206,0.0,0.0
2024-10-01 00:00:00-04:00,61914.555198412694,62350.015625,62350.015625,62350.015625,531,0.0,0.0
2024-10-02 00:00:00-04:00,62350.014805947576,61855.17341859879,59380.96648185483,61360.33203125,25436,0.0,0.0
2024-10-03 00:00:00-04:00,61360.336223171704,62251.05078125,61360.336223171704,62251.05078125,9667,0.0,0.0
2024-10-04 00:00:00-04:00,62251.04979366535,61459.30353237867,61380.12890625,61380.12890625,13800,0.0,0.0
2024-10-07 00:00:00-04:00,61380.12890625,61380.12890625,61380.12890625,61380.12890625,514,0.0,0.0
2024-10-08 00:00:00-04:00,61585.6815475575,60016.74609375,61069.323043772754,60016.74609375,1097,207.0,0.0
2024-10-09 00:00:00-04:00,60016.74008163478,60036.60002209859,59679.12109375,59679.12109375,1168,0.0,0.0
2024-10-10 00:00:00-04:00,59679.12545023336,61168.62109375,61168.62109375,61168.62109375,250,0.0,0.0
2024-10-11 00:00:00-04:00,61168.618715703684,61526.09765625,61208.33859798661,61526.09765625,1173,0.0,0.0
2024-10-15 00:00:00-04:00,61526.09800137026,60691.98046875,60691.98046875,60691.98046875,435,0.0,0.0
2024-10-16 00:00:00-04:00,60691.980354234525,60989.87947246539,60711.84029544992,60970.01953125,1762,0.0,0.0
2024-10-17 00:00:00-04:00,60970.0206046748,61069.3203125,60374.22235772358,61069.3203125,2061,0.0,0.0
2024-10-18 00:00:00-04:00,61069.322134164664,61963.01953125,61665.120398888226,61963.01953125,1587,0.0,0.0
2024-10-21 00:00:00-04:00,61963.01819620253,61963.01819620253,61188.48046875,61188.48046875,1782,0.0,0.0
2024-10-22 00:00:00-04:00,61188.47933602619,61228.19921875,61188.47933602619,61228.19921875,795,0.0,0.0
