Date,Open,Close,Volume
2024-01-09 00:00:00-05:00,12920.0,13200.0,15574
2024-01-10 00:00:00-05:00,13300.0,13260.0,17718
2024-01-11 00:00:00-05:00,13520.0,13300.0,4068
2024-01-12 00:00:00-05:00,13020.0,13020.0,15500
2024-01-15 00:00:00-05:00,13100.0,13320.0,16631
2024-01-16 00:00:00-05:00,13560.0,13400.0,13926
2024-01-17 00:00:00-05:00,13280.0,13380.0,6880
2024-01-18 00:00:00-05:00,13180.0,13260.0,5662
2024-01-19 00:00:00-05:00,13240.0,13000.0,6558
2024-01-22 00:00:00-05:00,13000.0,13000.0,0
2024-01-23 00:00:00-05:00,13020.0,13300.0,6523
2024-01-24 00:00:00-05:00,13300.0,13300.0,0
2024-01-25 00:00:00-05:00,13300.0,13300.0,0
2024-01-26 00:00:00-05:00,13300.0,13300.0,0
2024-01-29 00:00:00-05:00,13300.0,13300.0,6168
2024-01-30 00:00:00-05:00,13300.0,13100.0,9849
2024-01-31 00:00:00-05:00,13100.0,13100.0,900
2024-02-01 00:00:00-05:00,13120.0,13200.0,6451
2024-02-02 00:00:00-05:00,13100.0,13100.0,1187
2024-02-05 00:00:00-05:00,13100.0,13100.0,97
2024-02-06 00:00:00-05:00,13000.0,13000.0,5946
2024-02-07 00:00:00-05:00,13000.0,13000.0,959
2024-02-08 00:00:00-05:00,12900.0,12900.0,6286
2024-02-09 00:00:00-05:00,12900.0,12900.0,1206
2024-02-12 00:00:00-05:00,12900.0,12900.0,90
2024-02-13 00:00:00-05:00,12900.0,12900.0,4129
2024-02-14 00:00:00-05:00,12120.0,12520.0,11132
2024-02-15 00:00:00-05:00,12500.0,12500.0,2890
2024-02-16 00:00:00-05:00,12500.0,12520.0,7289
2024-02-19 00:00:00-05:00,12200.0,12200.0,3863
2024-02-20 00:00:00-05:00,12460.0,12500.0,14193
2024-02-21 00:00:00-05:00,12500.0,12880.0,8559
2024-02-22 00:00:00-05:00,12880.0,12880.0,2358
2024-02-23 00:00:00-05:00,12700.0,12860.0,12504
