Date,Open,Close,Volume
2023-12-27 00:00:00-05:00,26531.984365743483,26604.033203125,411545
2023-12-28 00:00:00-05:00,26604.035570114054,26946.267578125,207499
2023-12-29 00:00:00-05:00,26946.267578125,26946.267578125,0
2024-01-01 00:00:00-05:00,26946.267578125,26946.267578125,0
2024-01-02 00:00:00-05:00,26856.205934938527,27468.62109375,344331
2024-01-03 00:00:00-05:00,27468.622112211222,27288.5,208828
2024-01-04 00:00:00-05:00,27648.74290433199,29053.6953125,498310
2024-01-05 00:00:00-05:00,29053.695634883283,29900.26953125,716198
2024-01-08 00:00:00-05:00,29900.26953125,29900.26953125,0
2024-01-09 00:00:00-05:00,29197.792955528847,29269.841796875,861419
2024-01-10 00:00:00-05:00,29359.90391550998,28873.57421875,506419
2024-01-11 00:00:00-05:00,28909.596293807943,28171.095703125,382387
2024-01-12 00:00:00-05:00,27918.927209449168,28081.037109375,229754
2024-01-15 00:00:00-05:00,28153.084414013116,28495.31640625,86213
2024-01-16 00:00:00-05:00,28495.31605252443,27648.7421875,652628
2024-01-17 00:00:00-05:00,27558.681092843326,27936.9375,445398
2024-01-18 00:00:00-05:00,28008.986769755174,28279.169921875,408206
2024-01-19 00:00:00-05:00,28279.169453274953,28153.083984375,789471
2024-01-22 00:00:00-05:00,28153.083984375,28153.083984375,0
2024-01-23 00:00:00-05:00,28008.986385382737,27648.7421875,440040
2024-01-24 00:00:00-05:00,27648.7421875,27648.7421875,0
2024-01-25 00:00:00-05:00,27648.7421875,27648.7421875,0
2024-01-26 00:00:00-05:00,27648.7421875,27648.7421875,0
2024-01-29 00:00:00-05:00,27918.92284403117,28026.99609375,170553
2024-01-30 00:00:00-05:00,28171.096723790324,27918.92578125,176483
2024-01-31 00:00:00-05:00,27918.925832178946,27630.73046875,294370
2024-02-01 00:00:00-05:00,27702.77826522436,28099.046875,353891
2024-02-02 00:00:00-05:00,28117.06145107663,28441.28125,277020
2024-02-05 00:00:00-05:00,28369.231479632588,28189.109375,111840
2024-02-06 00:00:00-05:00,28369.23340774992,28333.208984375,154635
2024-02-07 00:00:00-05:00,28567.365259129438,28423.267578125,402576
2024-02-08 00:00:00-05:00,28279.169984879034,27918.92578125,313380
2024-02-09 00:00:00-05:00,27918.92483005276,27738.802734375,211062
2024-02-12 00:00:00-05:00,27738.80321411212,27792.83984375,233783
2024-02-13 00:00:00-05:00,27738.80426631328,27396.572265625,292442
2024-02-14 00:00:00-05:00,27864.888191183614,27810.8515625,455735
2024-02-15 00:00:00-05:00,27990.973155564076,27900.912109375,53869
2024-02-16 00:00:00-05:00,27900.913571068548,27918.92578125,268798
2024-02-19 00:00:00-05:00,27468.62132903405,26315.83984375,489237
2024-02-20 00:00:00-05:00,26748.13310623169,27666.755859375,1674597
2024-02-21 00:00:00-05:00,27810.853878968253,28369.232421875,2769508
2024-02-22 00:00:00-05:00,28405.25529489505,28855.560546875,1240455
2024-02-23 00:00:00-05:00,28621.403141724004,29449.96484375,769052
2024-02-26 00:00:00-05:00,29540.025898318043,29449.96484375,726960
2024-02-27 00:00:00-05:00,29540.025522132168,28891.5859375,208676
2024-02-28 00:00:00-05:00,28729.475040175806,29071.70703125,153383
2024-02-29 00:00:00-05:00,29071.708044342267,28891.5859375,1554245
2024-03-01 00:00:00-05:00,28909.597629610973,29053.6953125,482778
2024-03-04 00:00:00-05:00,29251.82965342679,28909.59765625,564251
2024-03-05 00:00:00-05:00,29071.70507088226,29143.75390625,231996
2024-03-06 00:00:00-05:00,29197.792441621405,29431.951171875,294557
2024-03-07 00:00:00-05:00,29522.010729720747,29630.083984375,234340
2024-03-08 00:00:00-05:00,29594.060679124217,28729.474609375,204818
2024-03-11 00:00:00-04:00,29269.842376708984,28819.537109375,286178
2024-03-12 00:00:00-04:00,28873.572287666535,28729.474609375,251216
2024-03-13 00:00:00-04:00,28729.475100719494,28711.462890625,197150
2024-03-14 00:00:00-04:00,28693.449749167194,28387.2421875,469918
2024-03-15 00:00:00-04:00,28387.24318272293,28279.169921875,4189714
2024-03-18 00:00:00-04:00,28459.293304122915,29161.76953125,741792
2024-03-19 00:00:00-04:00,29179.78130844763,28891.5859375,358823
2024-03-20 00:00:00-04:00,28891.586320700488,29377.916015625,639325
2024-03-21 00:00:00-04:00,30270.287109375,30270.287109375,728935
2024-03-22 00:00:00-04:00,30233.259426878034,30529.482421875,352224
