Date,Open,Close,Volume
2024-01-01 00:00:00-05:00,3430.067138671875,3430.067138671875,0
2024-01-02 00:00:00-05:00,3425.180621740128,3410.522216796875,17495
2024-01-03 00:00:00-05:00,3415.408608969156,3386.091796875,45787
2024-01-04 00:00:00-05:00,3405.6360710654117,3434.952880859375,26942
2024-01-05 00:00:00-05:00,3420.294677734375,3420.294677734375,14874
2024-01-08 00:00:00-05:00,3420.294677734375,3420.294677734375,0
2024-01-09 00:00:00-05:00,3420.294760036739,3449.611572265625,3735585
2024-01-10 00:00:00-05:00,3469.156168157404,3439.83935546875,4613686
2024-01-11 00:00:00-05:00,3434.9530834960938,3420.294677734375,21286
2024-01-12 00:00:00-05:00,3420.294677734375,3420.294677734375,2279
2024-01-15 00:00:00-05:00,3430.067138671875,3430.067138671875,945788
2024-01-16 00:00:00-05:00,3430.067125204429,3454.497802734375,72281
2024-01-17 00:00:00-05:00,3420.2945940089157,3390.977783203125,452863
2024-01-18 00:00:00-05:00,3420.2949359262593,3395.8642578125,194028
2024-01-19 00:00:00-05:00,3332.344304832176,3298.141357421875,61898
2024-01-22 00:00:00-05:00,3298.141357421875,3298.141357421875,0
2024-01-23 00:00:00-05:00,3332.344428168403,3342.11669921875,110177
2024-01-24 00:00:00-05:00,3342.11669921875,3342.11669921875,0
2024-01-25 00:00:00-05:00,3342.11669921875,3342.11669921875,0
2024-01-26 00:00:00-05:00,3342.11669921875,3342.11669921875,0
2024-01-29 00:00:00-05:00,3273.710693359375,3273.710693359375,8900
2024-01-30 00:00:00-05:00,2970.7701981707314,3205.3046875,23443
2024-01-31 00:00:00-05:00,3097.8097256019464,2980.54248046875,63138
2024-02-01 00:00:00-05:00,2931.6812266474185,2697.146728515625,338081
2024-02-02 00:00:00-05:00,2677.602133630415,2706.9189453125,47455
2024-02-05 00:00:00-05:00,2653.17138671875,2653.17138671875,140142
2024-02-06 00:00:00-05:00,2638.512939453125,2638.512939453125,190122
2024-02-07 00:00:00-05:00,2633.6268873948316,2667.829833984375,128687
2024-02-08 00:00:00-05:00,2638.5134198588707,2574.99365234375,226537
2024-02-09 00:00:00-05:00,2550.5625832297583,2579.87939453125,295679
2024-02-12 00:00:00-05:00,2584.765625,2584.765625,19721
2024-02-13 00:00:00-05:00,2584.765625,2584.765625,10934
2024-02-14 00:00:00-05:00,2501.70125,2443.067626953125,422622
2024-02-15 00:00:00-05:00,2384.433805338542,2345.3447265625,242855
2024-02-16 00:00:00-05:00,2296.483378092448,2345.3447265625,419192
2024-02-19 00:00:00-05:00,2345.3447265625,2345.3447265625,57761
2024-02-20 00:00:00-05:00,2374.66162109375,2374.66162109375,176912
2024-02-21 00:00:00-05:00,2413.750827612058,2418.636962890625,82585
2024-02-22 00:00:00-05:00,2384.4339989626556,2355.1171875,265992
2024-02-23 00:00:00-05:00,2462.6121679687503,2443.067626953125,300488
2024-02-26 00:00:00-05:00,2526.1318359375,2526.1318359375,44556
2024-02-27 00:00:00-05:00,2472.384628530649,2540.79052734375,254023
2024-02-28 00:00:00-05:00,2535.9042267085997,2482.15673828125,116169
2024-02-29 00:00:00-05:00,2506.587385253906,2443.067626953125,69884
2024-03-01 00:00:00-05:00,2433.295219175277,2423.52294921875,180808
2024-03-04 00:00:00-05:00,2403.978814572704,2394.20654296875,145613
2024-03-05 00:00:00-05:00,2374.6616745625647,2364.889404296875,114025
2024-03-06 00:00:00-05:00,2345.34481095679,2374.66162109375,178327
2024-03-07 00:00:00-05:00,2379.5475549990415,2389.31982421875,111823
2024-03-08 00:00:00-05:00,2345.3449835526317,2320.914306640625,506678
2024-03-11 00:00:00-04:00,2345.344941737288,2306.255859375,76110
2024-03-12 00:00:00-04:00,2311.1419946702863,2306.255859375,55778
2024-03-13 00:00:00-04:00,2301.3695757424352,2311.141845703125,213206
2024-03-14 00:00:00-04:00,2272.0529917841372,2247.622314453125,273389
2024-03-15 00:00:00-04:00,2213.41943359375,2213.41943359375,130723
2024-03-18 00:00:00-04:00,2208.5330731960835,2276.93896484375,170508
2024-03-19 00:00:00-04:00,2306.2557307741768,2374.66162109375,189807
2024-03-20 00:00:00-04:00,2394.2066137341485,2360.003662109375,38365
2024-03-21 00:00:00-04:00,2360.003662109375,2360.003662109375,44239
2024-03-22 00:00:00-04:00,2374.6617284751037,2355.1171875,126339
2024-03-25 00:00:00-04:00,2355.1171875,2355.1171875,0
2024-03-26 00:00:00-04:00,2345.3450248430963,2335.57275390625,38452
2024-03-27 00:00:00-04:00,2316.0281055497926,2355.1171875,65232
2024-03-28 00:00:00-04:00,2355.1171875,2355.1171875,0
2024-03-29 00:00:00-04:00,2355.1171875,2355.1171875,0
2024-04-01 00:00:00-04:00,2423.523098169192,2418.636962890625,68745
2024-04-02 00:00:00-04:00,2418.636631877876,2389.31982421875,92718
2024-04-03 00:00:00-04:00,2395.034575551145,2419.523681640625,139556
2024-04-04 00:00:00-04:00,2419.5236211098913,2370.54541015625,60648
2024-04-05 00:00:00-04:00,2370.5457710597825,2365.64794921875,109208
2024-04-08 00:00:00-04:00,2365.647876274295,2409.728271484375,37775
2024-04-09 00:00:00-04:00,2404.830389246552,2463.604248046875,414277
2024-04-10 00:00:00-04:00,2463.6039917235844,2453.808349609375,175595
2024-04-11 00:00:00-04:00,2453.808430165897,2419.523681640625,137245
2024-04-12 00:00:00-04:00,2419.523903858418,2399.9326171875,135599
2024-04-15 00:00:00-04:00,2399.932712830219,2375.443603515625,84995
2024-04-16 00:00:00-04:00,2375.443497954822,2390.136962890625,92531
2024-04-17 00:00:00-04:00,2390.136763980263,2326.465087890625,149090
2024-04-18 00:00:00-04:00,2326.4652268158343,2341.15869140625,110970
2024-04-19 00:00:00-04:00,2341.1585276091428,2306.873779296875,266211
2024-04-22 00:00:00-04:00,2306.873884152143,2292.180419921875,164652
2024-04-23 00:00:00-04:00,2292.1803850446427,2262.79345703125,244511
2024-04-24 00:00:00-04:00,2262.7932255185883,2272.5888671875,105833
2024-04-25 00:00:00-04:00,2272.5888671875,2272.5888671875,70608
2024-04-26 00:00:00-04:00,2272.589227861771,2267.69140625,322075
2024-04-29 00:00:00-04:00,2267.6911980277187,2297.078125,309560
2024-04-30 00:00:00-04:00,2297.0781825702784,2243.2021484375,593735
2024-05-02 00:00:00-04:00,2243.202092217484,2297.078125,183352
2024-05-03 00:00:00-04:00,2429.3195471938775,2399.9326171875,145613
2024-05-06 00:00:00-04:00,2311.771728515625,2311.771728515625,59923
2024-05-07 00:00:00-04:00,2311.771728515625,2311.771728515625,124574
2024-05-08 00:00:00-04:00,2311.771600484342,2306.873779296875,274525
2024-05-09 00:00:00-04:00,2306.8739678306333,2257.895751953125,502947
2024-05-10 00:00:00-04:00,2257.8956122918944,2243.2021484375,270106
2024-05-14 00:00:00-04:00,2243.202124776294,2223.61083984375,278627
2024-05-15 00:00:00-04:00,2223.610815972222,2204.01953125,429899
2024-05-16 00:00:00-04:00,2204.019659004296,2208.91748046875,173195
2024-05-17 00:00:00-04:00,2208.917376144342,2223.61083984375,211775
2024-05-20 00:00:00-04:00,2223.6108279607993,2213.815185546875,209873
2024-05-21 00:00:00-04:00,2213.815197377478,2223.61083984375,252706
2024-05-22 00:00:00-04:00,2223.6111376842405,2159.939453125,303557
2024-05-23 00:00:00-04:00,2159.939453125,2159.939453125,0
