Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-06-24 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-06-25 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-06-26 00:00:00-04:00,190.0,190.0,190.0,190.0,3837,0.0,0.0
2024-06-27 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-06-28 00:00:00-04:00,190.0,190.0,190.0,190.0,204606,0.0,0.0
2024-07-02 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-07-03 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-07-04 00:00:00-04:00,190.0,190.0,190.0,190.0,17403,0.0,0.0
2024-07-05 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-07-08 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-07-09 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-07-10 00:00:00-04:00,190.0,190.0,190.0,190.0,12842,0.0,0.0
2024-07-11 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-07-12 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-07-15 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-07-16 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-07-17 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-07-18 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-07-19 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-07-22 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-07-23 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-07-24 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-07-25 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-07-26 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-07-29 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-07-30 00:00:00-04:00,190.0,190.0,190.0,190.0,25000,0.0,0.0
2024-07-31 00:00:00-04:00,190.0,190.0,190.0,190.0,18490,0.0,0.0
2024-08-01 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-08-02 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-08-05 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-08-06 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-08-07 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-08-08 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-08-09 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-08-12 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-08-13 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-08-14 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-08-15 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-08-16 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-08-19 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-08-20 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-08-21 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-08-22 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-08-23 00:00:00-04:00,190.0,190.0,190.0,190.0,0,0.0,0.0
2024-08-26 00:00:00-04:00,190.0,226.0,219.0,219.0,846307,0.0,0.0
2024-08-27 00:00:00-04:00,219.0,219.0,219.0,219.0,0,0.0,0.0
2024-08-28 00:00:00-04:00,219.0,219.0,219.0,219.0,0,0.0,0.0
2024-08-29 00:00:00-04:00,219.0,219.0,219.0,219.0,0,0.0,0.0
2024-08-30 00:00:00-04:00,219.0,219.0,219.0,219.0,0,0.0,0.0
2024-09-02 00:00:00-04:00,219.0,219.0,219.0,219.0,0,0.0,0.0
2024-09-03 00:00:00-04:00,219.0,219.0,219.0,219.0,0,0.0,0.0
2024-09-04 00:00:00-04:00,219.0,219.0,219.0,219.0,0,0.0,0.0
2024-09-05 00:00:00-04:00,219.0,219.0,219.0,219.0,0,0.0,0.0
2024-09-06 00:00:00-04:00,219.0,219.0,219.0,219.0,0,0.0,0.0
2024-09-09 00:00:00-04:00,219.0,219.0,219.0,219.0,46816,0.0,0.0
2024-09-10 00:00:00-04:00,219.0,219.0,219.0,219.0,34342,0.0,0.0
2024-09-11 00:00:00-04:00,219.0,219.0,219.0,219.0,19426,0.0,0.0
2024-09-12 00:00:00-04:00,219.0,200.0,200.0,200.0,65000,0.0,0.0
2024-09-13 00:00:00-04:00,200.0,200.0,200.0,200.0,50000,0.0,0.0
2024-09-16 00:00:00-04:00,200.0,200.0,200.0,200.0,0,0.0,0.0
2024-09-17 00:00:00-04:00,200.0,200.0,200.0,200.0,0,0.0,0.0
2024-09-18 00:00:00-04:00,200.0,200.0,200.0,200.0,0,0.0,0.0
2024-09-19 00:00:00-04:00,200.0,200.0,200.0,200.0,44000,0.0,0.0
2024-09-20 00:00:00-04:00,200.0,200.0,200.0,200.0,25000,0.0,0.0
2024-09-23 00:00:00-04:00,200.0,200.0,200.0,200.0,0,0.0,0.0
2024-09-24 00:00:00-04:00,200.0,200.0,200.0,200.0,0,0.0,0.0
2024-09-25 00:00:00-04:00,200.0,200.0,200.0,200.0,0,0.0,0.0
2024-09-26 00:00:00-04:00,200.0,200.0,200.0,200.0,0,0.0,0.0
2024-09-27 00:00:00-04:00,200.0,200.0,200.0,200.0,10602,0.0,0.0
2024-09-30 00:00:00-04:00,200.0,200.0,200.0,200.0,0,0.0,0.0
2024-10-01 00:00:00-04:00,200.0,200.0,200.0,200.0,0,0.0,0.0
2024-10-02 00:00:00-04:00,200.0,200.0,200.0,200.0,0,0.0,0.0
2024-10-03 00:00:00-04:00,200.0,200.0,200.0,200.0,0,0.0,0.0
2024-10-04 00:00:00-04:00,200.0,200.0,200.0,200.0,9262,0.0,0.0
2024-10-07 00:00:00-04:00,200.0,200.0,200.0,200.0,33008,0.0,0.0
2024-10-08 00:00:00-04:00,200.0,200.0,200.0,200.0,0,0.0,0.0
2024-10-09 00:00:00-04:00,200.0,200.0,200.0,200.0,0,0.0,0.0
2024-10-10 00:00:00-04:00,200.0,200.0,200.0,200.0,0,0.0,0.0
2024-10-11 00:00:00-04:00,200.0,200.0,200.0,200.0,0,0.0,0.0
2024-10-14 00:00:00-04:00,200.0,200.0,200.0,200.0,0,0.0,0.0
2024-10-15 00:00:00-04:00,200.0,200.0,200.0,200.0,0,0.0,0.0
2024-10-16 00:00:00-04:00,200.0,200.0,200.0,200.0,0,0.0,0.0
2024-10-17 00:00:00-04:00,200.0,200.0,200.0,200.0,0,0.0,0.0
2024-10-18 00:00:00-04:00,200.0,200.0,200.0,200.0,0,0.0,0.0
2024-10-21 00:00:00-04:00,200.0,200.0,200.0,200.0,0,0.0,0.0
2024-10-22 00:00:00-04:00,200.0,200.0,200.0,200.0,0,0.0,0.0
